Age,Gender,self_employed,family_history,treatment,work_interfere,remote_work,benefits,care_options,wellness_program,seek_help,leave,mental_health_consequence,phys_health_consequence,coworkers,supervisor,mental_health_interview,phys_health_interview
33,male,Yes,Yes,Yes,Rarely,Yes,No,Yes,Yes,Yes,Very difficult,No,No,Yes,Yes,No,No
37,male,No,Yes,Yes,Sometimes,No,Yes,Yes,Don't know,Don't know,Don't know,Maybe,No,Yes,Yes,No,No
23,male,No,No,Yes,Often,No,Yes,Yes,Yes,No,Somewhat easy,No,No,Some of them,Yes,No,Maybe
43,male,No,Yes,Yes,Sometimes,No,Yes,Not sure,No,Yes,Somewhat easy,Yes,No,No,No,No,No
32,male,No,No,Yes,Rarely,No,Don't know,No,No,No,Don't know,Maybe,No,Yes,Yes,No,Maybe
26,male,No,No,No,Never,No,Don't know,Not sure,No,No,Don't know,Yes,Yes,Some of them,No,No,No
32,male,Yes,No,Yes,Sometimes,Yes,Don't know,Not sure,Don't know,Don't know,Very easy,No,No,Yes,Yes,Yes,Yes
37,female,No,No,No,Don't Know,Yes,Don't know,Not sure,No,Don't know,Don't know,Yes,No,Some of them,No,No,No
29,male,No,No,Yes,Often,No,Yes,Yes,No,No,Very easy,No,No,Yes,Yes,Maybe,Maybe
34,male,No,No,No,Don't Know,No,No,No,No,No,Somewhat easy,Maybe,Maybe,Some of them,Yes,No,Maybe
27,male,No,No,No,Don't Know,No,Don't know,Not sure,Don't know,Don't know,Don't know,No,No,Yes,Yes,No,No
30,male,No,Yes,No,Never,No,Don't know,No,No,Don't know,Very easy,No,No,Some of them,Yes,No,Maybe
29,male,No,No,No,Never,No,Yes,Yes,No,Yes,Don't know,Maybe,No,Some of them,Some of them,No,No
32,male,Yes,Yes,Yes,Sometimes,Yes,Yes,Yes,Don't know,Don't know,Very difficult,Yes,Maybe,Some of them,No,No,No
26,male,No,No,Yes,Sometimes,No,No,No,No,No,Somewhat difficult,Yes,No,No,No,No,Maybe
25,male,No,No,No,Don't Know,No,Yes,Yes,Don't know,Yes,Somewhat easy,Maybe,Maybe,Some of them,Yes,Yes,Yes
37,male,Yes,No,No,Don't Know,Yes,Yes,Yes,Yes,No,Somewhat easy,No,No,Yes,Yes,Maybe,Maybe
29,male,No,Yes,No,Don't Know,No,No,No,No,No,Very easy,No,No,Some of them,Yes,No,Maybe
27,male,No,No,No,Don't Know,No,Yes,Not sure,No,Don't know,Don't know,No,No,Yes,Yes,No,No
33,male,No,No,No,Don't Know,No,Don't know,No,No,No,Don't know,Maybe,No,Some of them,Some of them,No,Maybe
30,male,No,Yes,Yes,Sometimes,No,Don't know,No,No,No,Very difficult,Yes,No,Some of them,No,No,Yes
29,male,No,No,No,Don't Know,Yes,No,Yes,No,No,Somewhat difficult,Maybe,Maybe,Yes,Yes,No,Maybe
25,male,No,Yes,Yes,Never,Yes,Don't know,No,Yes,Don't know,Don't know,Yes,No,Some of them,Yes,No,No
33,male,No,Yes,Yes,Sometimes,No,No,Yes,No,No,Don't know,No,No,Some of them,Yes,Maybe,Maybe
31,male,No,No,No,Never,Yes,No,No,No,No,Don't know,No,No,Some of them,Some of them,No,Maybe
21,male,No,No,No,Rarely,Yes,Don't know,No,No,No,Very easy,Maybe,Maybe,Some of them,Some of them,No,Maybe
30,male,No,Yes,Yes,Sometimes,No,Don't know,No,No,No,Very difficult,Yes,Yes,No,No,No,No
29,male,No,No,No,Don't Know,No,Don't know,Not sure,Don't know,Don't know,Don't know,No,No,Yes,Yes,No,No
43,male,Yes,No,Yes,Sometimes,Yes,No,No,No,No,Very difficult,Yes,No,Yes,No,No,Maybe
37,male,No,No,Yes,Often,No,No,No,No,No,Don't know,Yes,No,Yes,Yes,Maybe,Yes
24,male,No,No,No,Don't Know,No,No,No,Yes,No,Don't know,Maybe,No,Yes,Some of them,No,No
29,male,No,No,No,Don't Know,Yes,Don't know,Not sure,No,No,Very easy,No,No,Yes,Yes,No,No
31,male,No,No,No,Don't Know,No,Yes,Yes,Yes,Yes,Don't know,No,No,Yes,Yes,No,No
35,male,No,No,No,Don't Know,No,Don't know,Not sure,No,No,Somewhat easy,No,No,Yes,Yes,No,No
33,male,Yes,No,No,Never,No,No,Not sure,No,No,Very easy,No,No,Yes,Some of them,No,Yes
43,male,No,No,No,Don't Know,No,Yes,Yes,Don't know,Yes,Don't know,No,No,Some of them,Yes,No,Maybe
33,male,No,No,Yes,Sometimes,No,Don't know,Not sure,No,No,Don't know,Maybe,No,Some of them,No,No,Maybe
27,male,No,No,No,Don't Know,No,No,No,No,Yes,Don't know,Maybe,No,Yes,Some of them,No,Yes
36,male,No,Yes,Yes,Sometimes,Yes,Don't know,No,Don't know,Don't know,Don't know,Yes,Maybe,No,No,No,Maybe
37,male,No,Yes,Yes,Sometimes,No,No,Yes,No,No,Very easy,No,No,Some of them,Yes,No,Maybe
32,male,No,No,No,Don't Know,No,No,Yes,No,No,Very difficult,Yes,Maybe,No,No,No,No
39,male,No,No,Yes,Sometimes,No,No,No,No,No,Very easy,No,No,No,Some of them,No,Yes
31,male,No,Yes,Yes,Sometimes,No,Yes,Yes,No,Don't know,Somewhat easy,Maybe,No,Some of them,Yes,Maybe,Yes
36,male,No,No,Yes,Sometimes,Yes,Yes,Yes,No,No,Very difficult,Maybe,Maybe,Some of them,Some of them,Maybe,Maybe
30,male,Yes,No,Yes,Sometimes,Yes,Don't know,Not sure,Don't know,Don't know,Don't know,No,No,Some of them,Some of them,No,Yes
28,male,No,No,No,Don't Know,No,Yes,Not sure,No,Don't know,Very easy,No,No,Some of them,Yes,Maybe,Maybe
32,male,No,No,No,Don't Know,No,No,No,No,No,Somewhat difficult,Maybe,No,Some of them,No,Maybe,Maybe
35,male,No,Yes,Yes,Rarely,No,Yes,Yes,Yes,Yes,Very easy,No,No,Some of them,Yes,No,No
19,male,No,No,Yes,Sometimes,No,Don't know,Not sure,No,No,Somewhat difficult,No,No,Some of them,Yes,No,Yes
33,male,No,Yes,No,Don't Know,No,Yes,Yes,No,No,Very easy,No,No,Some of them,Yes,No,No
42,male,No,No,No,Don't Know,Yes,Don't know,Not sure,Yes,Yes,Very easy,No,No,Some of them,No,No,Maybe
37,male,No,Yes,Yes,Sometimes,No,Don't know,Not sure,Don't know,Don't know,Don't know,Maybe,No,Some of them,Some of them,No,No
40,male,Yes,No,No,Never,No,No,No,No,No,Very easy,No,No,Some of them,Yes,Maybe,Maybe
36,male,No,No,No,Never,No,Yes,Yes,Yes,Yes,Very easy,No,No,Some of them,Yes,No,No
29,female,No,Yes,Yes,Sometimes,Yes,Don't know,No,No,Don't know,Don't know,Maybe,No,Some of them,Yes,No,Maybe
38,female,No,Yes,Yes,Sometimes,No,Yes,Not sure,No,Don't know,Don't know,Maybe,No,No,No,No,No
26,male,No,Yes,Yes,Sometimes,No,Yes,No,Yes,Don't know,Somewhat difficult,Yes,Maybe,No,No,No,Maybe
34,male,No,No,No,Rarely,No,No,No,No,No,Somewhat easy,Maybe,Maybe,No,Some of them,Maybe,Maybe
21,male,No,No,Yes,Often,No,No,Yes,No,No,Don't know,Yes,No,Some of them,Some of them,No,Yes
31,male,Yes,Yes,No,Sometimes,Yes,No,Yes,No,No,Somewhat easy,No,No,No,No,No,No
37,female,No,Yes,Yes,Rarely,No,Yes,Yes,Yes,Yes,Don't know,Maybe,Maybe,Yes,Some of them,No,Maybe
37,male,No,Yes,Yes,Sometimes,No,No,No,No,No,Very easy,No,No,Yes,Yes,Maybe,Maybe
38,male,No,Yes,Yes,Sometimes,No,No,No,No,No,Very difficult,Yes,Yes,No,No,No,No
27,female,No,No,Yes,Sometimes,No,Don't know,Not sure,Yes,Don't know,Somewhat easy,Yes,No,Some of them,No,No,Maybe
39,male,Yes,No,No,Don't Know,No,No,No,Yes,No,Somewhat easy,No,No,Some of them,Yes,Maybe,Maybe
33,female,Yes,Yes,Yes,Sometimes,No,Yes,Yes,Yes,Yes,Somewhat easy,Maybe,Yes,Some of them,No,No,No
27,male,No,No,No,Never,No,Don't know,Not sure,No,Don't know,Somewhat easy,No,No,Some of them,No,Yes,Yes
36,female,No,No,Yes,Never,Yes,Yes,No,No,No,Don't know,Maybe,Maybe,Some of them,Some of them,No,No
28,male,No,No,No,Never,No,Don't know,Not sure,No,No,Somewhat easy,No,No,Some of them,Yes,Maybe,Yes
39,male,No,No,Yes,Sometimes,No,Don't know,No,No,No,Don't know,Maybe,Maybe,Some of them,Some of them,No,No
33,male,Yes,Yes,Yes,Sometimes,Yes,No,Yes,No,No,Very easy,Maybe,Maybe,Yes,Yes,No,No
32,male,No,No,No,Don't Know,No,Don't know,Not sure,No,Don't know,Don't know,Maybe,No,Some of them,Some of them,No,Yes
28,male,No,No,No,Don't Know,No,Don't know,Not sure,No,Don't know,Don't know,No,No,Some of them,Some of them,Yes,Yes
37,male,No,Yes,Yes,Rarely,No,No,No,No,No,Somewhat easy,Yes,No,Some of them,Yes,No,Maybe
39,male,No,No,Yes,Sometimes,No,Yes,Yes,Yes,Yes,Very easy,Yes,No,Some of them,Yes,No,Maybe
43,male,No,No,No,Sometimes,Yes,Don't know,No,No,Don't know,Don't know,Maybe,No,No,No,No,Maybe
32,trans,No,No,Yes,Sometimes,No,Don't know,No,Yes,Yes,Don't know,No,No,Yes,Some of them,Yes,Yes
27,female,No,No,No,Don't Know,No,Don't know,Not sure,No,Yes,Don't know,Maybe,No,Some of them,Yes,No,No
31,female,No,No,No,Don't Know,No,Don't know,No,No,No,Don't know,No,No,Yes,Yes,Maybe,Maybe
43,male,No,No,Yes,Never,No,Don't know,No,No,Don't know,Don't know,No,No,Yes,Yes,Yes,Yes
33,male,No,No,Yes,Sometimes,Yes,No,Yes,No,No,Somewhat difficult,No,No,Yes,Yes,Yes,Yes
34,male,No,Yes,Yes,Sometimes,No,Don't know,Not sure,Don't know,Don't know,Very easy,No,No,Some of them,Yes,No,Maybe
33,male,Yes,No,No,Don't Know,No,Don't know,No,No,No,Don't know,No,No,Yes,Yes,No,Maybe
25,male,No,No,No,Don't Know,No,Don't know,No,No,No,Don't know,No,No,Some of them,Yes,No,No
25,male,No,Yes,Yes,Sometimes,No,Yes,Yes,Yes,Yes,Don't know,Maybe,No,Some of them,Some of them,No,No
32,male,Yes,Yes,No,Don't Know,No,No,Yes,No,No,Somewhat easy,No,No,No,Yes,No,Maybe
25,male,No,Yes,Yes,Sometimes,No,Yes,Yes,Don't know,Don't know,Don't know,Maybe,No,Some of them,Some of them,No,Maybe
37,male,No,No,No,Don't Know,Yes,Don't know,No,Don't know,Don't know,Somewhat easy,Maybe,No,Yes,Yes,No,No
39,male,No,No,Yes,Never,No,Yes,Yes,Yes,Yes,Somewhat easy,No,No,Some of them,Some of them,No,Maybe
29,male,No,No,No,Rarely,No,Don't know,Not sure,No,No,Somewhat easy,No,No,Some of them,Yes,No,Maybe
33,male,No,No,Yes,Sometimes,No,Yes,Yes,Don't know,Don't know,Don't know,Maybe,Maybe,Some of them,Some of them,No,No
37,female,No,No,Yes,Often,Yes,Don't know,Not sure,No,No,Somewhat difficult,Yes,No,Some of them,Some of them,No,Yes
35,female,No,No,Yes,Sometimes,No,Yes,No,No,No,Very difficult,Yes,Maybe,No,Some of them,No,Yes
22,female,No,Yes,Yes,Sometimes,No,Don't know,Not sure,Don't know,Don't know,Very difficult,Yes,Maybe,Some of them,Some of them,No,Maybe
38,male,No,No,No,Never,No,Yes,Yes,No,No,Somewhat easy,Maybe,No,Some of them,Yes,No,Maybe
32,female,No,Yes,Yes,Often,No,Yes,No,No,Don't know,Don't know,Yes,No,Some of them,Yes,No,No
28,male,No,No,No,Don't Know,No,Don't know,No,No,No,Don't know,Maybe,No,Some of them,Yes,Maybe,Yes
27,male,No,Yes,No,Don't Know,No,No,No,No,No,Don't know,Maybe,No,Some of them,Yes,No,Yes
35,female,No,No,Yes,Sometimes,Yes,Don't know,No,Don't know,Don't know,Very easy,Maybe,No,Some of them,No,No,Maybe
29,male,No,No,No,Never,No,Yes,Yes,Yes,No,Very easy,Yes,Maybe,Yes,Yes,No,Maybe
23,male,No,Yes,Yes,Sometimes,No,No,Yes,No,No,Very easy,No,No,Some of them,Yes,Maybe,Maybe
39,male,No,No,No,Don't Know,Yes,Yes,No,No,No,Don't know,Yes,Maybe,No,No,No,No
30,female,No,No,No,Don't Know,No,Yes,Yes,Yes,Yes,Very easy,No,No,Some of them,No,No,No
32,male,No,No,No,Don't Know,No,Don't know,Not sure,No,Don't know,Somewhat easy,Maybe,Maybe,Some of them,Some of them,Maybe,Maybe
28,trans,No,No,Yes,Sometimes,No,No,Yes,No,No,Somewhat difficult,Yes,Maybe,Some of them,Some of them,No,No
40,female,No,Yes,Yes,Sometimes,No,Yes,Yes,Yes,Yes,Don't know,Maybe,No,Some of them,Yes,No,No
36,female,No,Yes,No,Don't Know,No,Don't know,No,No,Don't know,Don't know,No,No,No,Some of them,No,Maybe
27,male,No,No,No,Don't Know,Yes,Don't know,Not sure,No,Don't know,Very easy,No,No,Yes,Yes,Maybe,Maybe
41,male,No,Yes,No,Sometimes,No,Yes,Yes,No,Yes,Don't know,Maybe,No,Some of them,Some of them,No,Maybe
29,male,No,No,No,Never,No,Don't know,No,No,No,Don't know,Maybe,No,Some of them,No,No,Maybe
29,male,No,No,Yes,Sometimes,No,No,No,No,No,Somewhat difficult,No,No,Some of them,Some of them,No,Maybe
35,male,No,No,Yes,Often,No,No,No,No,No,Very difficult,Yes,No,Some of them,Some of them,No,Yes
28,male,No,No,Yes,Never,Yes,No,Yes,No,No,Don't know,Maybe,Maybe,Some of them,Some of them,No,No
36,female,Yes,No,No,Sometimes,Yes,Don't know,Not sure,Don't know,Don't know,Don't know,Maybe,No,Some of them,No,No,No
39,female,No,No,No,Sometimes,No,Don't know,Not sure,No,Don't know,Don't know,Yes,No,No,No,No,Yes
39,male,No,Yes,Yes,Sometimes,No,Yes,Yes,Yes,Yes,Very difficult,Maybe,No,Some of them,Yes,No,No
44,male,Yes,Yes,Yes,Sometimes,Yes,No,Yes,No,No,Very easy,Yes,Yes,Some of them,No,No,No
26,trans,Yes,No,Yes,Sometimes,Yes,No,Not sure,Yes,Yes,Very easy,No,No,Some of them,Some of them,Maybe,Maybe
35,male,Yes,Yes,Yes,Often,No,No,Yes,Yes,No,Somewhat easy,No,No,Some of them,Some of them,Maybe,Yes
40,female,No,Yes,Yes,Sometimes,No,Yes,Not sure,Yes,Don't know,Don't know,Yes,Maybe,Some of them,No,No,No
35,male,Yes,Yes,Yes,Often,No,No,Yes,Yes,No,Somewhat easy,No,No,Some of them,Some of them,Maybe,Yes
38,male,No,No,No,Never,Yes,No,Yes,No,No,Very difficult,Yes,Yes,No,No,No,No
34,male,No,No,No,Don't Know,Yes,Don't know,Not sure,Don't know,Don't know,Don't know,No,No,Some of them,Yes,No,Maybe
43,male,No,No,No,Don't Know,No,Yes,No,Yes,Yes,Don't know,No,No,Some of them,Yes,No,Maybe
48,female,No,Yes,No,Often,No,Don't know,No,No,No,Very difficult,Yes,Yes,No,Some of them,No,No
20,male,No,No,No,Never,No,Don't know,Not sure,Don't know,Don't know,Don't know,No,No,Some of them,Yes,Maybe,Maybe
40,male,Yes,No,No,Sometimes,Yes,Don't know,Not sure,No,No,Somewhat easy,Yes,Maybe,Some of them,No,No,No
29,female,No,No,Yes,Rarely,No,Don't know,No,No,No,Don't know,Maybe,No,Some of them,No,No,Maybe
35,male,No,Yes,Yes,Sometimes,No,No,Yes,No,No,Don't know,No,No,Some of them,Yes,No,No
29,male,No,Yes,No,Sometimes,Yes,Yes,Yes,No,Yes,Very easy,Maybe,No,Some of them,No,No,No
40,male,No,No,No,Never,No,Yes,Not sure,No,Don't know,Don't know,Maybe,No,Some of them,Some of them,No,Maybe
29,male,No,No,Yes,Rarely,No,No,Yes,No,No,Very easy,No,No,Some of them,Yes,No,No
29,female,No,Yes,Yes,Rarely,No,Yes,Not sure,Don't know,No,Don't know,No,No,Yes,Yes,No,Maybe
34,male,No,No,Yes,Sometimes,No,No,No,No,No,Don't know,Yes,No,No,No,No,Yes
44,male,No,Yes,Yes,Sometimes,No,Don't know,No,No,No,Somewhat difficult,Maybe,No,Some of them,Yes,No,Maybe
24,female,No,Yes,Yes,Often,No,Yes,Yes,No,No,Very easy,No,No,Some of them,Yes,No,Yes
47,female,No,No,No,Don't Know,Yes,Don't know,No,No,Don't know,Very difficult,Yes,Yes,No,No,No,No
43,male,No,Yes,No,Don't Know,No,Don't know,No,No,No,Very easy,Maybe,No,Some of them,Yes,No,Maybe
36,male,No,No,No,Rarely,No,Yes,Yes,Yes,Yes,Somewhat difficult,No,No,Some of them,Yes,No,No
43,male,No,No,Yes,Sometimes,No,Don't know,No,No,Don't know,Very difficult,Maybe,No,Some of them,Yes,No,No
36,male,Yes,No,No,Sometimes,Yes,No,No,No,No,Somewhat difficult,No,No,Yes,Yes,No,Maybe
31,female,No,Yes,Yes,Sometimes,No,Yes,Yes,No,No,Somewhat difficult,No,No,Yes,Yes,Maybe,Maybe
35,male,No,No,No,Sometimes,No,Don't know,Not sure,Yes,Don't know,Don't know,Maybe,No,Some of them,No,No,No
33,male,No,Yes,No,Don't Know,No,Yes,No,No,No,Somewhat difficult,No,No,Some of them,Some of them,No,No
37,male,No,No,No,Sometimes,No,Don't know,Not sure,Don't know,Don't know,Don't know,Yes,Yes,Some of them,No,No,No
34,male,No,No,Yes,Sometimes,No,Don't know,No,Yes,Don't know,Don't know,Maybe,No,Some of them,No,No,No
36,male,Yes,No,Yes,Sometimes,No,No,No,No,No,Very easy,No,No,Yes,No,No,No
40,male,Yes,Yes,Yes,Sometimes,Yes,No,Yes,No,No,Very easy,No,No,Yes,Yes,No,No
40,male,No,No,No,Rarely,No,Yes,Yes,Yes,Yes,Don't know,No,No,Some of them,Some of them,No,Maybe
42,male,No,No,Yes,Sometimes,Yes,No,Yes,No,No,Somewhat easy,Maybe,No,No,No,No,Maybe
23,male,No,Yes,No,Don't Know,Yes,Yes,Yes,No,Don't know,Don't know,Maybe,No,No,Some of them,No,No
21,male,No,Yes,No,Never,No,No,No,No,No,Somewhat easy,Maybe,No,Some of them,Some of them,No,Maybe
26,male,No,No,No,Sometimes,Yes,No,No,No,No,Very difficult,Yes,Maybe,Some of them,Some of them,No,Maybe
31,male,No,Yes,No,Don't Know,No,Don't know,Not sure,No,No,Don't know,Maybe,No,Some of them,Some of them,No,No
25,male,No,Yes,No,Don't Know,No,Yes,Yes,Yes,Yes,Very easy,No,No,Some of them,Yes,Maybe,Yes
51,male,No,No,No,Never,Yes,Yes,Yes,Yes,Yes,Very easy,No,No,Yes,Yes,No,No
24,male,No,No,No,Don't Know,No,Don't know,Not sure,Don't know,No,Somewhat easy,No,No,Some of them,Yes,No,Maybe
33,male,No,No,No,Don't Know,No,No,No,No,No,Don't know,Maybe,No,Some of them,Yes,No,No
32,male,No,Yes,Yes,Rarely,No,No,No,No,No,Don't know,Yes,Maybe,Some of them,No,No,No
32,male,No,Yes,Yes,Rarely,No,No,No,No,No,Don't know,Yes,Maybe,Some of them,No,No,No
26,male,Yes,No,Yes,Rarely,Yes,No,Not sure,Don't know,Don't know,Somewhat difficult,No,No,Yes,Yes,Maybe,Maybe
23,male,No,No,No,Never,No,Don't know,No,Don't know,Don't know,Don't know,Maybe,No,Some of them,Some of them,Maybe,Maybe
33,male,No,Yes,Yes,Often,Yes,No,Yes,No,No,Very difficult,Yes,No,Some of them,Yes,No,Maybe
46,male,No,No,Yes,Rarely,No,Yes,Yes,Yes,Yes,Somewhat easy,Yes,Maybe,No,No,No,Maybe
34,male,No,No,No,Don't Know,Yes,No,No,No,No,Somewhat difficult,Yes,Maybe,No,No,No,Yes
35,male,No,Yes,Yes,Sometimes,No,Yes,Yes,No,No,Somewhat easy,Maybe,Maybe,Some of them,Some of them,No,No
39,male,No,No,No,Don't Know,Yes,No,Yes,No,No,Very difficult,Maybe,Maybe,Some of them,Yes,Maybe,Maybe
32,male,Yes,No,No,Sometimes,Yes,No,Yes,No,No,Somewhat easy,No,No,Some of them,Some of them,Maybe,Maybe
43,male,Yes,No,No,Don't Know,Yes,Don't know,No,No,Don't know,Don't know,No,No,Some of them,Yes,No,Maybe
56,male,No,No,Yes,Rarely,Yes,Yes,Yes,Don't know,Yes,Somewhat easy,No,No,Yes,Yes,Yes,Yes
32,female,No,Yes,Yes,Sometimes,No,Don't know,No,No,No,Somewhat difficult,Maybe,No,Some of them,Some of them,No,Yes
41,male,No,No,No,Don't Know,No,Yes,Yes,Yes,Yes,Don't know,Maybe,Maybe,Some of them,Some of them,No,Yes
39,male,No,No,No,Don't Know,Yes,Don't know,Not sure,Don't know,Don't know,Don't know,No,No,Some of them,Yes,No,No
37,male,No,Yes,No,Don't Know,No,Yes,Yes,No,No,Very easy,Maybe,No,No,No,No,No
30,male,Yes,Yes,Yes,Sometimes,Yes,Don't know,Not sure,No,Don't know,Very difficult,Yes,No,No,No,No,Maybe
31,male,No,No,No,Don't Know,No,Yes,No,Yes,No,Somewhat easy,Maybe,No,Some of them,Some of them,No,Maybe
29,male,No,No,No,Don't Know,No,Don't know,Not sure,No,Don't know,Don't know,Maybe,No,No,Some of them,No,Maybe
23,female,No,Yes,No,Never,No,No,No,No,Yes,Somewhat easy,Yes,Maybe,No,No,No,Maybe
31,male,No,No,Yes,Never,No,Yes,Yes,No,Don't know,Very easy,Maybe,No,No,No,No,No
29,male,No,Yes,Yes,Sometimes,No,Don't know,Not sure,Don't know,Don't know,Don't know,Maybe,No,Some of them,Some of them,No,No
30,male,No,No,No,Never,Yes,Yes,Yes,Don't know,Don't know,Very easy,No,No,Some of them,Yes,Maybe,Maybe
37,male,No,No,No,Never,Yes,Yes,No,Yes,Don't know,Don't know,Maybe,No,Some of them,Yes,No,No
36,male,Yes,No,No,Never,No,Yes,No,No,Don't know,Somewhat difficult,No,No,Some of them,Yes,Yes,Yes
35,male,No,Yes,Yes,Sometimes,Yes,Yes,Yes,No,Don't know,Don't know,Maybe,Maybe,Some of them,No,No,Maybe
41,male,No,Yes,No,Never,Yes,Don't know,No,No,No,Don't know,Maybe,No,No,No,No,No
31,male,No,No,Yes,Rarely,No,Don't know,Not sure,No,No,Don't know,No,No,Some of them,Yes,No,No
38,male,No,Yes,No,Don't Know,No,Yes,Yes,Yes,Yes,Somewhat easy,No,No,Some of them,Yes,No,Maybe
26,male,Yes,No,No,Don't Know,No,No,No,No,No,Very easy,No,No,Some of them,Yes,No,No
39,male,No,Yes,No,Sometimes,No,Yes,No,Yes,Yes,Don't know,Maybe,Maybe,Some of them,Yes,Maybe,Maybe
42,male,Yes,Yes,No,Sometimes,Yes,Yes,Not sure,Don't know,Yes,Don't know,Maybe,Maybe,Some of them,No,No,Maybe
32,male,Yes,Yes,Yes,Rarely,Yes,No,Yes,No,No,Very difficult,Yes,No,Some of them,No,No,Maybe
29,male,No,Yes,No,Don't Know,No,Don't know,Not sure,Don't know,Don't know,Don't know,No,No,Some of them,Yes,No,No
30,male,No,Yes,No,Never,No,Yes,No,Don't know,Yes,Very difficult,Yes,Yes,Some of them,No,Maybe,Maybe
40,male,No,Yes,Yes,Often,Yes,Don't know,Not sure,No,Don't know,Don't know,Maybe,Maybe,Some of them,Some of them,No,Yes
51,male,No,No,No,Don't Know,No,Don't know,Not sure,No,Don't know,Somewhat difficult,No,No,Some of them,Yes,No,No
33,male,No,No,No,Never,No,Yes,Yes,Yes,Yes,Somewhat easy,No,No,Some of them,Yes,No,No
34,male,Yes,No,Yes,Sometimes,Yes,No,Not sure,No,No,Somewhat difficult,Maybe,Maybe,Some of them,Some of them,No,No
50,male,Yes,No,No,Never,Yes,No,Yes,No,No,Somewhat easy,No,No,Some of them,Yes,No,Maybe
24,male,No,No,No,Sometimes,Yes,Don't know,No,No,Don't know,Somewhat easy,No,No,Some of them,Yes,No,Maybe
25,male,No,Yes,Yes,Rarely,No,No,No,No,No,Don't know,Yes,Maybe,No,No,No,Maybe
43,male,No,Yes,Yes,Rarely,No,No,No,No,No,Very difficult,Yes,Yes,Some of them,No,No,No
25,female,Yes,No,Yes,Often,No,Yes,Yes,Yes,Yes,Very easy,Maybe,Maybe,Some of them,Some of them,No,No
24,male,Yes,No,No,Don't Know,Yes,No,Yes,No,No,Very easy,No,No,No,No,No,Maybe
51,male,Yes,No,No,Never,No,No,Yes,No,No,Somewhat difficult,No,No,Some of them,Some of them,Maybe,Maybe
49,male,No,Yes,Yes,Sometimes,No,Yes,Yes,No,Yes,Somewhat difficult,Yes,Maybe,No,No,No,Maybe
30,male,No,No,No,Don't Know,Yes,Yes,No,Yes,Yes,Don't know,Yes,Maybe,No,No,No,No
25,female,No,Yes,Yes,Sometimes,No,Yes,Yes,Yes,No,Don't know,Yes,Yes,No,No,No,No
36,male,No,No,Yes,Rarely,Yes,Yes,Yes,Don't know,Don't know,Don't know,Maybe,No,No,No,No,Maybe
48,male,No,No,Yes,Never,No,Yes,Yes,Yes,Yes,Don't know,Maybe,Maybe,Yes,Yes,No,Maybe
48,male,No,No,Yes,Sometimes,No,No,No,No,No,Somewhat easy,Yes,No,Some of them,No,No,Maybe
53,male,No,No,Yes,Rarely,Yes,Yes,Yes,No,Yes,Don't know,Maybe,Maybe,Some of them,No,No,No
24,female,No,Yes,Yes,Often,Yes,No,No,No,No,Very easy,No,No,Yes,Yes,No,No
33,male,No,Yes,Yes,Sometimes,No,Don't know,Yes,No,Yes,Somewhat easy,No,No,Yes,Yes,No,No
25,female,No,Yes,Yes,Sometimes,No,Yes,Yes,No,No,Somewhat easy,No,No,Some of them,Yes,No,No
30,male,No,No,Yes,Sometimes,No,No,No,No,No,Somewhat difficult,Yes,Maybe,Some of them,No,No,Maybe
30,male,Yes,No,No,Never,Yes,No,Yes,No,No,Somewhat easy,Maybe,Maybe,Some of them,Some of them,Maybe,Maybe
34,male,Yes,No,Yes,Sometimes,Yes,No,No,No,No,Somewhat difficult,No,No,Some of them,Some of them,No,No
31,male,No,No,No,Don't Know,Yes,Yes,Yes,Yes,Yes,Very easy,No,No,Some of them,Yes,Maybe,Yes
22,female,No,Yes,Yes,Often,No,Don't know,Not sure,No,Don't know,Don't know,Yes,Yes,No,No,No,No
28,male,No,Yes,No,Sometimes,No,Don't know,Not sure,No,Don't know,Somewhat easy,No,No,Some of them,Yes,No,Yes
35,male,No,Yes,Yes,Rarely,No,Yes,Yes,No,Yes,Somewhat difficult,Maybe,No,Some of them,Some of them,No,No
28,male,No,Yes,Yes,Sometimes,No,Yes,No,No,No,Don't know,Maybe,Maybe,Some of them,Some of them,No,No
42,male,No,No,Yes,Sometimes,No,No,Yes,Don't know,No,Somewhat difficult,Yes,Maybe,Some of them,Some of them,No,Yes
33,male,No,Yes,No,Don't Know,No,Yes,No,Don't know,Don't know,Very easy,No,No,Yes,Yes,Yes,Yes
29,male,No,No,No,Sometimes,No,Yes,No,Yes,No,Don't know,Yes,Maybe,No,No,No,No
43,male,No,Yes,No,Sometimes,No,Yes,Not sure,No,Don't know,Don't know,Maybe,No,No,Some of them,No,Maybe
29,male,No,No,No,Don't Know,No,Yes,Yes,Yes,Yes,Somewhat easy,No,No,Some of them,Some of them,Maybe,Maybe
25,male,No,No,No,Don't Know,Yes,Yes,No,No,No,Don't know,No,No,Yes,Yes,Maybe,Maybe
31,male,No,Yes,No,Never,No,Don't know,No,Don't know,Don't know,Very easy,No,No,Some of them,Yes,No,No
35,female,No,Yes,Yes,Sometimes,No,Yes,Not sure,Yes,Yes,Somewhat difficult,Maybe,Maybe,Some of them,Yes,No,Maybe
34,male,No,No,No,Often,No,Don't know,No,No,Yes,Very easy,No,No,Some of them,Yes,No,Maybe
43,male,No,No,Yes,Sometimes,Yes,Yes,Yes,No,Yes,Very difficult,Yes,Maybe,Some of them,No,No,Maybe
